cluster	entrezgene_id	external_gene_name	Number of datasets	max(|logFC|)	logFC	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
cluster_1						GO_Biological_Process_2021__positive regulation of establishment of protein localization to telomere (GO:1904851)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__positive regulation of protein localization to Cajal body (GO:1904871)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__RNA localization to Cajal body (GO:0090670)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__translational readthrough (GO:0006451)	-0.5917508417508417	-0.7975271696330142	0.8142589118198874	0.9812679490559522	1.0	1/1	40.96%	DIO2
cluster_1						GO_Biological_Process_2021__thyroid hormone generation (GO:0006590)	-0.5917508417508417	-0.7975271696330142	0.8142589118198874	0.9812679490559522	1.0	1/1	40.96%	DIO2
cluster_1						GO_Biological_Process_2021__selenocysteine incorporation (GO:0001514)	-0.5917508417508417	-0.7975271696330142	0.8142589118198874	0.9812679490559522	1.0	1/1	40.96%	DIO2
cluster_1						GO_Biological_Process_2021__positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	-0.4660076057365732	-0.7969885399735712	0.7731397459165155	0.9796924429195016	1.0	1/2	12.20%	DMTN
cluster_1						GO_Biological_Process_2021__positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	-0.4660076057365732	-0.7969885399735712	0.7731397459165155	0.9796924429195016	1.0	1/2	12.20%	DMTN
cluster_1						GO_Biological_Process_2021__regulation of substrate adhesion-dependent cell spreading (GO:1900024)	-0.4660076057365732	-0.7969885399735712	0.7731397459165155	0.9796924429195016	1.0	1/2	12.20%	DMTN
cluster_1						GO_Biological_Process_2021__ERBB2 signaling pathway (GO:0038128)	-0.39795672184468983	-0.7963932366090798	0.7478559176672385	0.9799194258151569	1.0	1/3	8.41%	PTPRR
cluster_1						GO_Biological_Process_2021__cGMP-mediated signaling (GO:0019934)	-0.38755762861582915	-0.7940228838644751	0.748653500897666	0.9833467590605862	1.0	1/3	6.81%	PDE2A
cluster_1						GO_Biological_Process_2021__cellular response to ketone (GO:1901655)	0.33215423898608964	0.7935687602174613	0.738544474393531	0.9020389638707177	1.0	2/4	11.02%	AQP1;SPP1
cluster_1						GO_Biological_Process_2021__regulation of osteoclast development (GO:2001204)	0.38298635056991404	0.7934192951644709	0.6993318485523385	0.9018093448088375	1.0	2/3	19.60%	LTF;NOTCH2
cluster_1						GO_Biological_Process_2021__cellular response to BMP stimulus (GO:0071773)	-0.3898353698810258	-0.7932670096279211	0.7653429602888087	0.983751960791854	1.0	1/3	9.00%	VSTM2A
cluster_1						GO_Biological_Process_2021__regulation of cell development (GO:0060284)	0.38111298482293426	0.7929571044297042	0.7070217917675545	0.9021670539623874	1.0	3/3	61.98%	NOTCH2;DLL1;CX3CL1
cluster_1						GO_Biological_Process_2021__aspartate family amino acid biosynthetic process (GO:0009067)	-0.5968013468013468	-0.7924903557270092	0.7892644135188867	0.9834233184326341	1.0	1/1	40.45%	GOT1
cluster_1						GO_Biological_Process_2021__response to corticosteroid (GO:0031960)	-0.5968013468013468	-0.7924903557270092	0.7892644135188867	0.9834233184326341	1.0	1/1	40.45%	GOT1
cluster_1						GO_Biological_Process_2021__neurotransmitter uptake (GO:0001504)	-0.6035353535353535	-0.7920883957392938	0.806	0.9832372980434642	1.0	1/1	39.78%	SLC1A6
cluster_1						GO_Biological_Process_2021__negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166)	0.45324999412000344	0.7919207693719738	0.7526881720430108	0.9028820669961084	1.0	1/2	6.73%	CD44
cluster_1						GO_Biological_Process_2021__regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165)	0.45324999412000344	0.7919207693719738	0.7526881720430108	0.9028820669961084	1.0	1/2	6.73%	CD44
cluster_1						GO_Biological_Process_2021__negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	0.3811129848229342	0.7918543141660414	0.7255813953488373	0.9025177217179496	1.0	3/3	61.98%	LTF;TLR4;CX3CL1
cluster_1						GO_Biological_Process_2021__positive regulation of hydrolase activity (GO:0051345)	-0.2343142774763935	-0.7918363895936924	0.7004341534008683	0.9827801476249403	1.0	3/11	14.55%	THY1;RASGRP1;RGS7
cluster_1						GO_Biological_Process_2021__acylglycerol biosynthetic process (GO:0046463)	0.595959595959596	0.7909901231798477	0.8267716535433071	0.902187749570173	1.0	1/1	40.45%	PNPLA3
cluster_1						GO_Biological_Process_2021__triglyceride biosynthetic process (GO:0019432)	0.595959595959596	0.7909901231798477	0.8267716535433071	0.902187749570173	1.0	1/1	40.45%	PNPLA3
cluster_1						GO_Biological_Process_2021__triglyceride catabolic process (GO:0019433)	0.595959595959596	0.7909901231798477	0.8267716535433071	0.902187749570173	1.0	1/1	40.45%	PNPLA3
cluster_1						GO_Biological_Process_2021__acylglycerol acyl-chain remodeling (GO:0036155)	0.595959595959596	0.7909901231798477	0.8267716535433071	0.902187749570173	1.0	1/1	40.45%	PNPLA3
cluster_1						GO_Biological_Process_2021__cholesterol efflux (GO:0033344)	0.37847715542456223	0.7908039107319941	0.7166666666666667	0.9020241753668543	1.0	2/3	20.35%	APOC1;NPC2
cluster_1						GO_Biological_Process_2021__homeostasis of number of cells (GO:0048872)	0.4456613310867734	0.7906475871324586	0.7760180995475113	0.9017979355817035	1.0	2/2	55.51%	CCN3;OCIAD2
cluster_1						GO_Biological_Process_2021__regulation of centrosome duplication (GO:0010824)	-0.3468354430379747	-0.7900952040608888	0.7414965986394558	0.9848819526935618	1.0	4/4	65.52%	PLK2;RAB6C;CHMP4B;CHMP5
cluster_1						GO_Biological_Process_2021__negative regulation of apoptotic signaling pathway (GO:2001234)	0.2353937341236241	0.7892555615829749	0.7120743034055728	0.9036235392997607	1.0	8/8	76.62%	HGF;OPA1;BDNF;MAPK8IP2;ASAH2;CX3CL1;NR4A2;SCG2
cluster_1						GO_Biological_Process_2021__regulation of glucose import (GO:0046324)	-0.45358042796099934	-0.7887268454735713	0.7927927927927928	0.9863296258695903	1.0	1/2	17.91%	ARPP19
cluster_1						GO_Biological_Process_2021__protein modification by small protein conjugation (GO:0032446)	-0.2290450913451418	-0.7883513816397465	0.732824427480916	0.9861576548372699	1.0	6/12	33.39%	ENC1;BCL11A;PJA2;FBXW7;STX1A;LMO7
cluster_1						GO_Biological_Process_2021__regulation of endothelial cell chemotaxis (GO:2001026)	0.37362921283112405	0.7872211033636168	0.735224586288416	0.9066449357212703	1.0	1/3	1.68%	HSPB1
cluster_1						GO_Biological_Process_2021__regulation of potassium ion transmembrane transporter activity (GO:1901016)	-0.34514767932489454	-0.786953133401856	0.7415540540540541	0.9876659723745318	1.0	4/4	65.69%	NETO1;KCNAB1;ATP1B1;NEDD4L
cluster_1						GO_Biological_Process_2021__negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)	-0.5841750841750841	-0.7859799700992495	0.8170974155069582	0.9875539958084489	1.0	1/1	41.72%	CCDC3
cluster_1						GO_Biological_Process_2021__regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	-0.5841750841750841	-0.7859799700992495	0.8170974155069582	0.9875539958084489	1.0	1/1	41.72%	CCDC3
cluster_1						GO_Biological_Process_2021__polyol transport (GO:0015791)	0.44215892020551295	0.7858968322031695	0.7658643326039387	0.908472577972274	1.0	1/2	5.05%	AQP1
cluster_1						GO_Biological_Process_2021__regulation of lamellipodium organization (GO:1902743)	-0.45322105073952157	-0.7856948949310896	0.8018018018018018	0.9871758457680683	1.0	1/2	12.20%	DMTN
cluster_1						GO_Biological_Process_2021__indolalkylamine biosynthetic process (GO:0046219)	0.5951178451178452	0.7855188980069813	0.822	0.9071789246634478	1.0	1/1	40.54%	AANAT
cluster_1						GO_Biological_Process_2021__indole-containing compound biosynthetic process (GO:0042435)	0.5951178451178452	0.7855188980069813	0.822	0.9071789246634478	1.0	1/1	40.54%	AANAT
cluster_1						GO_Biological_Process_2021__indolalkylamine metabolic process (GO:0006586)	0.5951178451178452	0.7855188980069813	0.822	0.9071789246634478	1.0	1/1	40.54%	AANAT
cluster_1						GO_Biological_Process_2021__N-terminal protein amino acid modification (GO:0031365)	0.5951178451178452	0.7855188980069813	0.822	0.9071789246634478	1.0	1/1	40.54%	AANAT
cluster_1						GO_Biological_Process_2021__ciliary basal body-plasma membrane docking (GO:0097711)	-0.3811129848229342	-0.7853991403658833	0.7881944444444444	0.9859614263254508	1.0	3/3	62.07%	TUBA4A;YWHAG;PRKAR2B
cluster_1						GO_Biological_Process_2021__regulation of cell cycle G2/M phase transition (GO:1902749)	-0.3811129848229342	-0.7853991403658833	0.7881944444444444	0.9859614263254508	1.0	3/3	62.07%	TUBA4A;YWHAG;PRKAR2B
cluster_1						GO_Biological_Process_2021__regulation of cellular protein metabolic process (GO:0032268)	0.32827004219409295	0.7848018742992894	0.7086614173228346	0.9079434996315652	1.0	4/4	67.28%	CNDP1;NFKBIA;DDX25;RBM3
cluster_1						GO_Biological_Process_2021__positive regulation of production of molecular mediator of immune response (GO:0002702)	-0.34460551480747115	-0.7844079470545489	0.7370184254606366	0.9858467880384936	1.0	1/4	7.06%	RBP4
cluster_1						GO_Biological_Process_2021__positive regulation of immunoglobulin production (GO:0002639)	-0.34460551480747115	-0.7844079470545489	0.7370184254606366	0.9858467880384936	1.0	1/4	7.06%	RBP4
cluster_1						GO_Biological_Process_2021__regulation of transcription by RNA polymerase III (GO:0006359)	-0.5925925925925926	-0.7842992201570255	0.8280632411067194	0.9851678364484474	1.0	1/1	40.87%	TENM1
cluster_1						GO_Biological_Process_2021__regulation of rhodopsin mediated signaling pathway (GO:0022400)	-0.5867003367003367	-0.7841938339155021	0.8350100603621731	0.9844894461717109	1.0	1/1	41.46%	PPEF1
cluster_1						GO_Biological_Process_2021__negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	-0.20765047806200648	-0.7832129035497593	0.7036496350364964	0.9854170918775973	1.0	5/14	24.31%	ADCY1;PRKAR1B;RXFP1;PLK2;VIP
cluster_1						GO_Biological_Process_2021__regulation of protein polymerization (GO:0032271)	-0.3158143010504692	-0.7827017678080758	0.7203947368421053	0.985458647359147	1.0	2/5	19.93%	PAK3;MAP2
cluster_1						GO_Biological_Process_2021__negative regulation of cell growth (GO:0030308)	0.19949066213921898	0.7825458598723224	0.7411764705882353	0.9114080799468119	1.0	11/11	80.24%	GJA1;SFRP2;SH3BP4;CCN3;PPP2CA;RNF6;KIAA0319;GNG4;FGF13;SLIT3;MAP2
cluster_1						GO_Biological_Process_2021__regulation of epithelial cell migration (GO:0010632)	0.27204515368387816	0.7820636992394674	0.7479674796747967	0.9116710124291761	1.0	5/6	44.66%	ENPP2;CTSH;SOX9;BMPER;PFN2
cluster_1						GO_Biological_Process_2021__cellular response to starvation (GO:0009267)	-0.3076355278981068	-0.7818892681022309	0.7560975609756098	0.9859235257693747	1.0	3/5	34.57%	ATP6V1G2;ATP6V1B2;ATP6V1A
cluster_1						GO_Biological_Process_2021__actin filament bundle organization (GO:0061572)	0.33039085823777925	0.7818811678544625	0.713527851458886	0.9115430119713853	1.0	3/4	29.77%	FAM107A;MICAL1;LCP1
cluster_1						GO_Biological_Process_2021__regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	-0.39232010486027863	-0.7811136565208395	0.7917355371900826	0.9864099989964183	1.0	1/3	11.27%	JPH3
cluster_1						GO_Biological_Process_2021__RNA interference (GO:0016246)	-0.595117845117845	-0.7810295629848102	0.8201581027667985	0.9840125874330121	1.0	1/1	40.62%	TSNAX
cluster_1						GO_Biological_Process_2021__production of siRNA involved in RNA interference (GO:0030422)	-0.595117845117845	-0.7810295629848102	0.8201581027667985	0.9840125874330121	1.0	1/1	40.62%	TSNAX
cluster_1						GO_Biological_Process_2021__production of small RNA involved in gene silencing by RNA (GO:0070918)	-0.595117845117845	-0.7810295629848102	0.8201581027667985	0.9840125874330121	1.0	1/1	40.62%	TSNAX
cluster_1						GO_Biological_Process_2021__establishment of epithelial cell apical/basal polarity (GO:0045198)	0.5875420875420876	0.7803269467393213	0.8259958071278826	0.9114256779298531	1.0	1/1	41.30%	CAMSAP3
cluster_1						GO_Biological_Process_2021__establishment of epithelial cell polarity (GO:0090162)	0.5875420875420876	0.7803269467393213	0.8259958071278826	0.9114256779298531	1.0	1/1	41.30%	CAMSAP3
cluster_1						GO_Biological_Process_2021__adherens junction maintenance (GO:0034334)	0.5875420875420876	0.7803269467393213	0.8259958071278826	0.9114256779298531	1.0	1/1	41.30%	CAMSAP3
cluster_1						GO_Biological_Process_2021__polarized epithelial cell differentiation (GO:0030859)	0.5875420875420876	0.7803269467393213	0.8259958071278826	0.9114256779298531	1.0	1/1	41.30%	CAMSAP3
cluster_1						GO_Biological_Process_2021__regulation of cell-substrate junction assembly (GO:0090109)	0.5875420875420876	0.7803269467393213	0.8259958071278826	0.9114256779298531	1.0	1/1	41.30%	CAMSAP3
cluster_1						GO_Biological_Process_2021__embryo development ending in birth or egg hatching (GO:0009792)	0.5875420875420876	0.7803269467393213	0.8259958071278826	0.9114256779298531	1.0	1/1	41.30%	CAMSAP3
cluster_1						GO_Biological_Process_2021__regulation of smooth muscle cell proliferation (GO:0048660)	-0.2760674232964321	-0.7798162502563287	0.7415902140672783	0.9852016722699272	1.0	3/7	24.31%	CDH13;NDRG4;VIP
cluster_1						GO_Biological_Process_2021__canonical Wnt signaling pathway (GO:0060070)	0.3709949409780775	0.7796532163345787	0.7432098765432099	0.9115342859440141	1.0	3/3	62.99%	SFRP2;WNT10B;NR4A2
cluster_1						GO_Biological_Process_2021__Wnt signaling pathway (GO:0016055)	0.3709949409780775	0.7796532163345787	0.7432098765432099	0.9115342859440141	1.0	3/3	62.99%	SFRP2;WNT10B;NR4A2
cluster_1						GO_Biological_Process_2021__regulation of receptor binding (GO:1900120)	-0.44987363100252736	-0.7794994813119496	0.8049645390070922	0.9849370370744396	1.0	2/2	55.17%	GREM2;BDNF
cluster_1						GO_Biological_Process_2021__monocyte differentiation (GO:0030224)	0.36638725589643534	0.77868223321451	0.751219512195122	0.9125434337531055	1.0	2/3	19.43%	MT1G;IFI16
cluster_1						GO_Biological_Process_2021__spermatid development (GO:0007286)	0.5841750841750841	0.7783397487866425	0.8217054263565892	0.910795802380554	1.0	1/1	41.63%	DDX25
cluster_1						GO_Biological_Process_2021__poly(A)+ mRNA export from nucleus (GO:0016973)	0.5841750841750841	0.7783397487866425	0.8217054263565892	0.910795802380554	1.0	1/1	41.63%	DDX25
cluster_1						GO_Biological_Process_2021__RNA export from nucleus (GO:0006405)	0.5841750841750841	0.7783397487866425	0.8217054263565892	0.910795802380554	1.0	1/1	41.63%	DDX25
cluster_1						GO_Biological_Process_2021__mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	0.5841750841750841	0.7783397487866425	0.8217054263565892	0.910795802380554	1.0	1/1	41.63%	DDX25
cluster_1						GO_Biological_Process_2021__mRNA export from nucleus (GO:0006406)	0.5841750841750841	0.7783397487866425	0.8217054263565892	0.910795802380554	1.0	1/1	41.63%	DDX25
cluster_1						GO_Biological_Process_2021__protein localization to membrane raft (GO:1903044)	0.5900673400673401	0.7782543931106713	0.8511530398322851	0.9081230832827644	1.0	1/1	41.04%	CYP46A1
cluster_1						GO_Biological_Process_2021__alcohol catabolic process (GO:0046164)	0.5900673400673401	0.7782543931106713	0.8511530398322851	0.9081230832827644	1.0	1/1	41.04%	CYP46A1
cluster_1						GO_Biological_Process_2021__progesterone metabolic process (GO:0042448)	0.5900673400673401	0.7782543931106713	0.8511530398322851	0.9081230832827644	1.0	1/1	41.04%	CYP46A1
cluster_1						GO_Biological_Process_2021__cholesterol catabolic process (GO:0006707)	0.5900673400673401	0.7782543931106713	0.8511530398322851	0.9081230832827644	1.0	1/1	41.04%	CYP46A1
cluster_1						GO_Biological_Process_2021__C21-steroid hormone metabolic process (GO:0008207)	0.5900673400673401	0.7782543931106713	0.8511530398322851	0.9081230832827644	1.0	1/1	41.04%	CYP46A1
cluster_1						GO_Biological_Process_2021__sterol catabolic process (GO:0016127)	0.5900673400673401	0.7782543931106713	0.8511530398322851	0.9081230832827644	1.0	1/1	41.04%	CYP46A1
cluster_1						GO_Biological_Process_2021__nuclear-transcribed mRNA catabolic process (GO:0000956)	0.31645569620253167	0.7780809310360285	0.6915422885572139	0.9079173216745454	1.0	4/4	68.46%	ZFP36L1;RPL18A;PPP2CA;RPS4Y1
cluster_1						GO_Biological_Process_2021__regulation of protein localization to cell surface (GO:2000008)	-0.34514767932489454	-0.778036812009054	0.7478260869565218	0.986536342185307	1.0	4/4	65.69%	KCNAB2;TMEM35A;BDNF;NEDD4L
cluster_1						GO_Biological_Process_2021__calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	-0.5782828282828283	-0.7775463289177006	0.8424124513618677	0.9855974224192382	1.0	1/1	42.30%	CLDN1
cluster_1						GO_Biological_Process_2021__positive regulation of epithelial cell proliferation involved in wound healing (GO:0060054)	-0.5782828282828283	-0.7775463289177006	0.8424124513618677	0.9855974224192382	1.0	1/1	42.30%	CLDN1
cluster_1						GO_Biological_Process_2021__neuromuscular synaptic transmission (GO:0007274)	-0.3807408328295226	-0.7772414130172496	0.7953736654804271	0.9852985188646058	1.0	2/3	33.98%	RIMBP2;ERC2
cluster_1						GO_Biological_Process_2021__regulation of protein localization to membrane (GO:1905475)	0.44734625105307485	0.7771132566484878	0.7832167832167832	0.9089343485845608	1.0	2/2	55.34%	LDLRAP1;NECAB2
cluster_1						GO_Biological_Process_2021__negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	-0.44650379106992416	-0.7769227554008448	0.8080438756855576	0.984977321803823	1.0	2/2	55.51%	ARHGAP44;PFN2
